,STATUS,cOPN,cCON,cEXT,cAGR,cNEU
8936,"The turkey is now officially drunk (Injected with enough alcohol that if we didn't eat it, it'd be at AA). Rubbed with secret spices, drizzled in bacon, and the silverside joint is slowly cooking for 7 hours. 15 Minute break then  back to cooking :D",0,0,1,0,0
8937,My brother gave me a uni-cycle for xmas. I'm wondering if you can pre book appointments to the A&E to save time.,0,0,1,0,0
8938,"Just hacked my appleTV, removed the WiFi chip and replaced with a broadcom H.264 hardware decoder chip. Now I can stream blu ray movies in 1080p from my fileserver to tv :D",0,0,1,0,0
8939,Just realised he missed the aerial class start :| Thought it was next week it started DOH!,0,0,1,0,0
8940,thinks that the new apple tablet 'pc' iPad sounds like a high tech sanitary device.,0,0,1,0,0
8941,Merry Christmas everyone :),0,0,1,0,0
8942,They are NOT beef sausages if they are only 40% beef! LIES!,0,0,1,0,0
8943,"Just made a spiced haddock on trimmed green bean and coconut rice with a coconut, chilli sauce... mmm",0,0,1,0,0
8944,It's time I fire up this life I'm livin' in!,1,1,0,0,1
8945,"Cuando la vida misma te ha puesto en un aprieto, ÀquŽ es lo que se debe hacer?",1,1,0,0,1
8946,Que es lo que en realidad se debe de hacer? Lo que el coraz—n dicta o lo que la razon te dice?,1,1,0,0,1
8947,"Es momento de aprender a dejar ir las cosas. Por favor, que aquella luz, gu’a m’a, me lleve a los lugares indicados.",1,1,0,0,1
8948,Oscilando entre la infinidad de la mente y la infinidad del sue–o...,1,1,0,0,1
8949,Hay veces en las que simplemente quisiera olvidarme de todo y refugiarme en la profundidad de mi mente...,1,1,0,0,1
8950,Meus somnerium... En busca de un peque–o momento de comprensi—n...,1,1,0,0,1
8951,De vuelta al mundo interno sin l’mites!,1,1,0,0,1
8952,"Por favor, que las cosas mejoren! Si es que en verdad alguien puede ayudar, que le otorguen lo que necesita!",1,1,0,0,1
8953,Getting ready for the fun! Escapada espiritual al coraz—n del or‡culo... Riviera Maya! Meus somnierum!,1,1,0,0,1
8954,I want to reconcile the violence in your heart! I want to recognise your beauty is not just a mask! I want to exorcise the demons from your past! I want to satisfy the undisclosed desires in your heart! (Gracias a Sofi por la canci—n tan genial!),1,1,0,0,1
8955,I just... Don't know what to think anymore...,1,1,0,0,1
8956,"Life truly has special ways to show us what we need... in the weirdest moments////f i n a l f a n t a s y////""I know. I'm not alone... not anymore.""",1,1,0,0,1
8957,"Back to the routine, then...",1,1,0,0,1
8958,is trying to get out of the doldrums,1,1,1,1,0
8959,is in Aruba!!!,1,1,1,1,0
8960,-- people need to get over michael vick's life and get their own,1,1,1,1,0
8961,vegas baby!!! yaaa!!!!,1,1,1,1,0
8962,once again doesn't remember going to bed. And she's upset with how much drunk *PROPNAME* tries to screw around with hungover *PROPNAME*. This isn't funny drunk *PROPNAME*.,1,1,1,1,0
8963,"is glad that it's summertime, and the living is easy. One of these mornings, she'll rise up singing.",1,1,1,1,0
8964,"just got home from spending 11 glorious hours with her family. It was an awesome day. Sorry for all the missed calls and texts, my phone died many hours ago.",1,1,1,1,0
8965,"I'm leavin' on a cruise ship, but I do know when I'll be back again. Seriously though, no phone or internet all week, so I will be incommunicado. You kids have fun, try not to do anything too crazy.",1,1,1,1,0
8966,is home again! The Caribbean was amazing!,1,1,1,1,0
8967,had good talkings tonight. Fun times were had by all.,1,1,1,1,0
8968,One more double before nine days of freedom.,1,1,1,1,0
8969,can't stop here! This is bat country!,1,1,1,1,0
8970,"You win some, you lose some. Week 2 doesn't say anything about the Playoffs. There's always next week. And lets be fair, the competition next week is the Chiefs. Ahahaha.",1,1,1,1,0
8971,ought to be cast in the next big zombie movie as an extra. Because she feels like the living dead must feel after a night of heavy brain-eating. Is that their equivalent of drinking? Explains why they want to do it all the time.,1,1,1,1,0
8972,"needs to be herself, she can't be no one else. She's feeling supersonic, give her gin and tonic. She could have it all, but how much does she want it?",1,1,1,1,0
8973,"Damn, those Eagles looked sharp today. Too bad the Red Sox couldn't do the same.",1,1,1,1,0
8974,Made some cash last night playing poker. Hopefully a repeat performance tonight?,1,1,1,1,0
8975,hasn't felt the way she feels today in so long it's hard for her to specify.,1,1,1,1,0
8976,"has got no time to for spreadin roots, the time has come to be gone. And though our health we drank a thousand times, it's time to ramble on.",1,1,1,1,0
8977,is at a weird place in her life right now. A road map would be handy.,1,1,1,1,0
8978,has the damn flu. Could the universe's timing have been any worse? She thinks not.,1,1,1,1,0
8979,"Woot, go Chiefs. :D",1,1,1,1,0
8980,would love to have something that even remotely resembles a reasonable sleep schedule.,1,1,1,1,0
8981,feels severely under-appreciated. It's lame.,1,1,1,1,0
8982,"has had a very good day, and looks to have a good night also.",1,1,1,1,0
8983,"doesn't look different, but she has changed. You're looking through her, she's not the same.",1,1,1,1,0
8984,"wants to live where soul meets body, and let the sun wrap its arms around her, and bathe her skin in water cool and cleansing, and feel, feel what it's like to be new.",1,1,1,1,0
8985,"has learned that standing in front of her open refridgerator and freezer doesn't make any of her food look any more appetizing, but it does start defrosting the food in her freezer.",1,1,1,1,0
8986,proved her epic ninja skills tonight.,1,1,1,1,0
8987,"shall live in the sunshine, swim the sea, and drink the wild air's salubrity.",1,1,1,1,0
8988,was hoping some of the punk kids in her apartment complex would nab the jack-o-lanterns off her balcony and give them the honor of a good smash. Instead she had to unceremoniously toss them in the dumpster.,1,1,1,1,0
8989,will begin tomorrow well and serenely and with too high a spirit to be encumbered with her old nonsense.,1,1,1,1,0
8990,is gonna blame it all upon a rush of blood to the head.,1,1,1,1,0
8991,"had one of her worst nights ever at work, after spending all day actually believing today would be a good day.",1,1,1,1,0
8992,"will have a bit of fun, watching everyone pass her by.",1,1,1,1,0
8993,"is sitting in an English garden, waiting for the sun.",1,1,1,1,0
8994,(573): Fact: The drinking you do in college doesn't affect your liver in real life.,1,1,1,1,0
8995,wanted more than life could ever grant. She's bored with the chore of saving face.,1,1,1,1,0
8996,"loves that she has some of the nerdiest friends ever. She's seen at least ten *PROPNAME* poems posted today. Granted, everyone picks the same one from V for Vendetta, but m'eh.",1,1,1,1,0
8997,is feeling uninspired and unmotivated. Can someone else please pay her bills and move her into her new apartment?,1,1,1,1,0
8998,is tired of being passed over.,1,1,1,1,0
8999,has gotta tell you what a state she's in...,1,1,1,1,0
9000,is having the worst day since yesterday.,1,1,1,1,0
9001,learns more and more every day that timing is everything.,1,1,1,1,0
9002,"is still living with your ghost, lonely and dreaming of the west coast. She just wants to feel some sunshine.",1,1,1,1,0
9003,"just thought that you would know you're a god, and she is not.",1,1,1,1,0
9004,"took these broken wings and learned to fly. All her life, she was only waiting for this moment to arise.",1,1,1,1,0
9005,"doesn't want to be at the mercy of her emotions. She wants to use them, to enjoy them, and to dominate them.",1,1,1,1,0
9006,"is watching the lights go down, letting the cables sleep. Whatever you say, it's all right, whatever you do it's all good.",1,1,1,1,0
9007,"is simultaneously packing, doing laundry, cleaning, and jamming out.  Ah, productivity.",1,1,1,1,0
9008,"is home from work and back to packing//cleaning. January 2nd can't come soon enough, because this is starting to get really monotonous.",1,1,1,1,0
9009,can be painfully petty and selfish at times.,1,1,1,1,0
9010,"DoppelgŠnger week; change your profile picture to someone famous you have been told you look like. After you update your profile with your evil twin photo, then cut and paste this to your status.",1,1,1,1,0
9011,wants the kind of things that money just can't buy.,1,1,1,1,0
9012,hates to admit that she's becoming more and more of a morning person.,1,1,1,1,0
9013,is very glad to see that it's legitimately storming outside. If only she didn't have to go back to work in just a few minutes...,1,1,1,1,0
9014,"is, by far, the biggest nerd she knows sometimes. Which really says a lot if you know her friends.",1,1,1,1,0
9015,just realized she's been awake for 22 hours. That might explain the exhaustion.,1,1,1,1,0
9016,"had an amazing night last night, in spite of the fact that she was literally falling asleep on her feet.",1,1,1,1,0
9017,Your grace is more than enough. Re-prioritization in progress.,0,0,1,1,0
9018,"stepped down from the last stage. But I won't say goodbye. Well done, *PROPNAME*:)",0,0,1,1,0
9019,free style,0,0,1,1,0
9020,loves his Ginosko ppl.,0,0,1,1,0
9021,Losing trust on all those facebook quizzes. Just look on my wall. LOL,0,0,1,1,0
9022,where r u God?,0,0,1,1,0
9023,is planning on trying ???? starting this week,0,0,1,1,0
9024,once was lost but now am found. Repenting my absurd arrogance.,0,0,1,1,0
9025,Merry CHRISTmas! Much blessings and love~~~,0,0,1,1,0
9026,is having a busy day at work on the day he shouldn't even be working!,0,0,1,1,0
9027,"Walking away, with blessings behind.",0,0,1,1,0
9028,The best day is ALWAYS today!,0,0,1,1,0
9029,what is on my mind... not much... it is retreating from the coming tide of homework...,1,0,0,0,1
9030,first day of *PROPNAME* Scholars,1,0,0,0,1
9031,R.I.P. *PROPNAME*.,1,0,0,0,1
9032,Can't go back to STA til Thursday cause of the stupid FLU!!!,1,0,0,0,1
9033,Always Look on the Bright Side of Life...,1,0,0,0,1
9034,is a National Merit Semifinalist!!! Yay!!,1,0,0,0,1
9035,is cramming on homework...,1,0,0,0,1
9036,is experiencing some Schadenfreude right now...,1,0,0,0,1
9037,is a National Merit Semifinalist!!! Yay!!!,1,0,0,0,1
9038,"We could be sitting in the computer lab, 4 am before the final paper is due... OH CRAP!!!",1,0,0,0,1
9039,"Hold thy piece, thou knave...",1,0,0,0,1
9040,is confused.,1,0,0,0,1
9041,is writing a paper that is due tomorrow... What? I should be writing it instead of writing this status? If you say so...,1,0,0,0,1
9042,Oh the irony... I am a dork.,1,0,0,0,1
9043,only 14 chapters left to read...,1,0,0,0,1
9044,Blue!!!,1,0,0,0,1
9045,"Hang on a minute, i have to put my phone in my cheese so i can get out my keys to open this door...",1,0,0,0,1
9046,Look at spot. Spin. Attempt to find spot. WHERE IS SPOT? Oh. Behind me. That was not 360 degrees. Darn.,1,0,0,0,1
9047,Is done with her paper! now to the next one...,1,0,0,0,1
9048,Superbowl Monday!!! We should make it an official holiday.,1,0,0,0,1
9049,So much for no accumulation... :-),1,0,0,0,1
9050,summer!!,0,0,0,1,0
9051,it needs to be sunny so I can invite a bunch of peeps over,0,0,0,1,0
9052,"I have never changed my facebook pic ever, that should be a record right?",0,0,0,1,0
9053,is sleepy and doesn't want to pack,1,0,0,0,1
9054,is leaving soon,1,0,0,0,1
9055,has been putting off patching up the holes in her clothing...and it's starting to show.,1,0,0,0,1
9056,Is trying to get her hearing back after nibbler decided to imitate her sneezing...very loudly.,1,0,0,0,1
9057,is awake and packing.. ;__;,1,0,0,0,1
9058,is sick and tired of marketing.,1,0,0,0,1
9059,just rubbed red pepper oil in her eye. ;____; Fuck.,1,0,0,0,1
9060,"""This is your life and it's ending one minute at a time.""",1,0,0,0,1
9061,is off camping,1,0,0,0,1
9062,can't figure out how to get her hair cut. Any suggestions?,1,0,0,0,1
9063,"""The world is my ashtray""",1,0,0,0,1
9064,is blowing magnificent spit bubbles.,1,0,0,0,1
9065,needs to stop buying things online or she's going to be penniless.,1,0,0,0,1
9066,is in lake placid and it's wonderful.,1,0,0,0,1
9067,needs to finish her work...but is very lazy.,1,0,0,0,1
9068,Can't sleep again.,1,0,0,0,1
9069,should give up on art and be a scientist.,1,0,0,0,1
9070,has nothing to do today.,1,0,0,0,1
9071,should give up on being a scientist and become a cave hermit.,1,0,0,0,1
9072,"should stop wasting her time, go to college and get a real job.",1,0,0,0,1
9073,is too liberal for Canandaigua.,1,0,0,0,1
9074,really loves the Fall,1,0,0,0,1
9075,"""But he hung up the phone slow and sad. Dad said ""The worst thing about living here is that you can only kill yourself once.""""",1,0,0,0,1
9076,looks sick most of the time.,1,0,0,0,1
9077,"Well, see what you want to see, you should see it all. Well, take what you want from me, you deserve it all. Nine times out of ten our hearts just get dissolved. Well, I want a better place or just a better way to fall.",1,0,0,0,1
9078,is trying to find an apartment.,1,0,0,0,1
9079,Should probably go to sleep soon..,1,0,0,0,1
9080,hasn't been online in a long time,1,0,0,0,1
9081,Packing up my crap and moving this week. I can't afford cable or internet service so you'll have to text me if you want to talk to me. My phone number is 747-6371 if you didn't already know.,1,0,0,0,1
9082,"Bored with things, I need to find something else to focus on obsessively.",1,0,0,0,1
9083,just finished drill...8 people fell out,1,1,0,0,0
9084,need to do calc,1,1,0,0,0
9085,grilling with the battalion,1,1,0,0,0
9086,working on calculus,1,1,0,0,0
9087,military science III,1,1,0,0,0
9088,had to move to delta,1,1,0,0,0
9089,There is no squabbling so violent as that between people who accepted an idea yesterday and those who will accept the same idea tomorrow.,1,1,0,0,0
9090,back to class,1,1,0,0,0
9091,battalion level smoke session at 2130,1,1,0,0,0
9092,"Calc, History, comp, then chem",1,1,0,0,0
9093,height and weight test under bravo,1,1,0,0,0
9094,chem and then im done with classes for the day,1,1,0,0,0
9095,i hate wednesdays,1,1,0,0,0
9096,"Adversity causes some men to break, others to break records............ ..back from the gym",1,1,0,0,0
9097,ms III class,1,1,0,0,0
9098,phone sucks,1,1,0,0,0
9099,i apologize for my last status no real smoke session took place...im not sure what it was,1,1,0,0,0
